0.000000,0.0226917
0.200000,0.020075
0.400000,0.018
0.600000,0.0159667
0.800000,0.0141361
1.000000,0.0126472
1.200000,0.0107917
1.400000,0.00931111
1.600000,0.00804444
1.800000,0.00698611
2.000000,0.00570556
2.200000,0.00515556
2.400000,0.00418056
2.600000,0.00337222
2.800000,0.00279722
3.000000,0.00240833
3.200000,0.001825
3.400000,0.00151389
3.600000,0.00118333
3.800000,0.00101944
4.000000,0.000758333
4.200000,0.000573611
4.400000,0.000437847
4.600000,0.000371181
4.800000,0.000277083
5.000000,0.000202381
