0.000000,0.00206718
0.200000,0.00186785
0.400000,0.00122924
0.600000,0.000876444
0.800000,0.000629568
1.000000,0.000382798
1.200000,0.000373939
1.400000,0.000263012
1.600000,0.000211025
1.800000,0.000161367
2.000000,0.000129542
2.200000,0.000100854
2.400000,8.66902e-05
2.600000,6.29845e-05
2.800000,5.07903e-05
3.000000,4.29338e-05
3.200000,3.50449e-05
3.400000,2.9019e-05
3.600000,1.97136e-05
3.800000,1.56131e-05
4.000000,1.31654e-05
4.200000,9.67789e-06
4.400000,7.46466e-06
4.600000,5.69075e-06
4.800000,4.12092e-06
5.000000,2.8585e-06
