0.000000,0.00143095
0.200000,0.00117859
0.400000,0.000766084
0.600000,0.000419093
0.800000,0.000287854
1.000000,0.000209175
1.200000,0.000155913
1.400000,0.000155297
1.600000,0.0001033
1.800000,8.70078e-05
2.000000,5.84096e-05
2.200000,6.0286e-05
2.400000,4.46226e-05
2.600000,3.15762e-05
2.800000,2.7215e-05
3.000000,1.9258e-05
3.200000,1.69602e-05
3.400000,1.48983e-05
3.600000,1.04925e-05
3.800000,7.8365e-06
4.000000,6.16257e-06
4.200000,4.55525e-06
4.400000,3.95096e-06
4.600000,2.65915e-06
4.800000,1.92848e-06
5.000000,1.402e-06
